SUBJECT_ID,MASK_ID,ORIGINAL_BASENAME,OriginalFile,InpaintingFile,TRIPLET_SET
8,2,img/5034,aligned/8/img/5034/inpainted/00000_truth.png,aligned/8/img/5034/inpainted/00002_out_0.png,REF
8,5,img/1066,aligned/8/img/1066/inpainted/00000_truth.png,aligned/8/img/1066/inpainted/00005_out_0.png,PROBE
8,5,img/1406,aligned/8/img/1406/inpainted/00000_truth.png,aligned/8/img/1406/inpainted/00005_out_0.png,PROBE
8,5,img/1476,aligned/8/img/1476/inpainted/00000_truth.png,aligned/8/img/1476/inpainted/00005_out_0.png,PROBE
8,5,img/1613,aligned/8/img/1613/inpainted/00000_truth.png,aligned/8/img/1613/inpainted/00005_out_0.png,PROBE
8,5,img/240,aligned/8/img/240/inpainted/00000_truth.png,aligned/8/img/240/inpainted/00005_out_0.png,PROBE
8,5,img/2647,aligned/8/img/2647/inpainted/00000_truth.png,aligned/8/img/2647/inpainted/00005_out_0.png,PROBE
8,5,img/3069,aligned/8/img/3069/inpainted/00000_truth.png,aligned/8/img/3069/inpainted/00005_out_0.png,PROBE
8,5,img/3916,aligned/8/img/3916/inpainted/00000_truth.png,aligned/8/img/3916/inpainted/00005_out_0.png,PROBE
8,5,img/78001,aligned/8/img/78001/inpainted/00000_truth.png,aligned/8/img/78001/inpainted/00005_out_0.png,PROBE
8,5,img/1017,aligned/8/img/1017/inpainted/00000_truth.png,aligned/8/img/1017/inpainted/00005_out_0.png,REF
8,5,img/3997,aligned/8/img/3997/inpainted/00000_truth.png,aligned/8/img/3997/inpainted/00005_out_0.png,REF
8,5,img/5034,aligned/8/img/5034/inpainted/00000_truth.png,aligned/8/img/5034/inpainted/00005_out_0.png,REF
8,6,img/1066,aligned/8/img/1066/inpainted/00000_truth.png,aligned/8/img/1066/inpainted/00006_out_0.png,PROBE
8,6,img/1476,aligned/8/img/1476/inpainted/00000_truth.png,aligned/8/img/1476/inpainted/00006_out_0.png,PROBE
8,6,img/1613,aligned/8/img/1613/inpainted/00000_truth.png,aligned/8/img/1613/inpainted/00006_out_0.png,PROBE
8,6,img/3916,aligned/8/img/3916/inpainted/00000_truth.png,aligned/8/img/3916/inpainted/00006_out_0.png,PROBE
8,6,img/1017,aligned/8/img/1017/inpainted/00000_truth.png,aligned/8/img/1017/inpainted/00006_out_0.png,REF
8,6,img/3997,aligned/8/img/3997/inpainted/00000_truth.png,aligned/8/img/3997/inpainted/00006_out_0.png,REF
8,6,img/5034,aligned/8/img/5034/inpainted/00000_truth.png,aligned/8/img/5034/inpainted/00006_out_0.png,REF
8,7,img/1066,aligned/8/img/1066/inpainted/00000_truth.png,aligned/8/img/1066/inpainted/00007_out_0.png,PROBE
8,7,img/1476,aligned/8/img/1476/inpainted/00000_truth.png,aligned/8/img/1476/inpainted/00007_out_0.png,PROBE
8,7,img/240,aligned/8/img/240/inpainted/00000_truth.png,aligned/8/img/240/inpainted/00007_out_0.png,PROBE
8,7,img/3069,aligned/8/img/3069/inpainted/00000_truth.png,aligned/8/img/3069/inpainted/00007_out_0.png,PROBE
8,7,img/78001,aligned/8/img/78001/inpainted/00000_truth.png,aligned/8/img/78001/inpainted/00007_out_0.png,PROBE
8,7,img/1017,aligned/8/img/1017/inpainted/00000_truth.png,aligned/8/img/1017/inpainted/00007_out_0.png,REF
8,7,img/3997,aligned/8/img/3997/inpainted/00000_truth.png,aligned/8/img/3997/inpainted/00007_out_0.png,REF
8,7,img/5034,aligned/8/img/5034/inpainted/00000_truth.png,aligned/8/img/5034/inpainted/00007_out_0.png,REF
8,9,img/1066,aligned/8/img/1066/inpainted/00000_truth.png,aligned/8/img/1066/inpainted/00009_out_0.png,PROBE
8,9,img/240,aligned/8/img/240/inpainted/00000_truth.png,aligned/8/img/240/inpainted/00009_out_0.png,PROBE
8,9,img/1017,aligned/8/img/1017/inpainted/00000_truth.png,aligned/8/img/1017/inpainted/00009_out_0.png,REF
8,9,img/3997,aligned/8/img/3997/inpainted/00000_truth.png,aligned/8/img/3997/inpainted/00009_out_0.png,REF
8,9,img/5034,aligned/8/img/5034/inpainted/00000_truth.png,aligned/8/img/5034/inpainted/00009_out_0.png,REF
25,0,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00000_out_0.png,PROBE
25,0,img/73495,aligned/25/img/73495/inpainted/00000_truth.png,aligned/25/img/73495/inpainted/00000_out_0.png,PROBE
25,0,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00000_out_0.png,REF
25,1,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00001_out_0.png,PROBE
25,1,img/73431,aligned/25/img/73431/inpainted/00000_truth.png,aligned/25/img/73431/inpainted/00001_out_0.png,PROBE
25,1,img/73495,aligned/25/img/73495/inpainted/00000_truth.png,aligned/25/img/73495/inpainted/00001_out_0.png,PROBE
25,1,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00001_out_0.png,REF
25,2,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00002_out_0.png,PROBE
25,2,img/73431,aligned/25/img/73431/inpainted/00000_truth.png,aligned/25/img/73431/inpainted/00002_out_0.png,PROBE
25,2,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00002_out_0.png,REF
25,5,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00005_out_0.png,PROBE
25,5,img/73356,aligned/25/img/73356/inpainted/00000_truth.png,aligned/25/img/73356/inpainted/00005_out_0.png,PROBE
25,5,img/73431,aligned/25/img/73431/inpainted/00000_truth.png,aligned/25/img/73431/inpainted/00005_out_0.png,PROBE
25,5,img/73495,aligned/25/img/73495/inpainted/00000_truth.png,aligned/25/img/73495/inpainted/00005_out_0.png,PROBE
25,5,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00005_out_0.png,REF
25,6,img/73356,aligned/25/img/73356/inpainted/00000_truth.png,aligned/25/img/73356/inpainted/00006_out_0.png,PROBE
25,6,img/73495,aligned/25/img/73495/inpainted/00000_truth.png,aligned/25/img/73495/inpainted/00006_out_0.png,PROBE
25,6,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00006_out_0.png,REF
25,7,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00007_out_0.png,PROBE
25,7,img/73356,aligned/25/img/73356/inpainted/00000_truth.png,aligned/25/img/73356/inpainted/00007_out_0.png,PROBE
25,7,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00007_out_0.png,REF
25,8,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00008_out_0.png,PROBE
25,8,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00008_out_0.png,REF
25,9,img/3170,aligned/25/img/3170/inpainted/00000_truth.png,aligned/25/img/3170/inpainted/00009_out_0.png,PROBE
25,9,img/5172,aligned/25/img/5172/inpainted/00000_truth.png,aligned/25/img/5172/inpainted/00009_out_0.png,REF
30,0,img/1431,aligned/30/img/1431/inpainted/00000_truth.png,aligned/30/img/1431/inpainted/00000_out_0.png,PROBE
30,0,img/1551,aligned/30/img/1551/inpainted/00000_truth.png,aligned/30/img/1551/inpainted/00000_out_0.png,PROBE
30,0,img/2782,aligned/30/img/2782/inpainted/00000_truth.png,aligned/30/img/2782/inpainted/00000_out_0.png,PROBE
30,0,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00000_out_0.png,PROBE
30,0,img/78649,aligned/30/img/78649/inpainted/00000_truth.png,aligned/30/img/78649/inpainted/00000_out_0.png,PROBE
30,0,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00000_out_0.png,REF
30,0,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00000_out_0.png,REF
30,1,img/1431,aligned/30/img/1431/inpainted/00000_truth.png,aligned/30/img/1431/inpainted/00001_out_0.png,PROBE
30,1,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00001_out_0.png,PROBE
30,1,img/4116,aligned/30/img/4116/inpainted/00000_truth.png,aligned/30/img/4116/inpainted/00001_out_0.png,PROBE
30,1,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00001_out_0.png,REF
30,1,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00001_out_0.png,REF
30,2,img/1431,aligned/30/img/1431/inpainted/00000_truth.png,aligned/30/img/1431/inpainted/00002_out_0.png,PROBE
30,2,img/2782,aligned/30/img/2782/inpainted/00000_truth.png,aligned/30/img/2782/inpainted/00002_out_0.png,PROBE
30,2,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00002_out_0.png,PROBE
30,2,img/4116,aligned/30/img/4116/inpainted/00000_truth.png,aligned/30/img/4116/inpainted/00002_out_0.png,PROBE
30,2,img/43395,aligned/30/img/43395/inpainted/00000_truth.png,aligned/30/img/43395/inpainted/00002_out_0.png,PROBE
30,2,img/771,aligned/30/img/771/inpainted/00000_truth.png,aligned/30/img/771/inpainted/00002_out_0.png,PROBE
30,2,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00002_out_0.png,REF
30,2,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00002_out_0.png,REF
30,5,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00005_out_0.png,PROBE
30,5,img/4116,aligned/30/img/4116/inpainted/00000_truth.png,aligned/30/img/4116/inpainted/00005_out_0.png,PROBE
30,5,img/43395,aligned/30/img/43395/inpainted/00000_truth.png,aligned/30/img/43395/inpainted/00005_out_0.png,PROBE
30,5,img/771,aligned/30/img/771/inpainted/00000_truth.png,aligned/30/img/771/inpainted/00005_out_0.png,PROBE
30,5,img/78649,aligned/30/img/78649/inpainted/00000_truth.png,aligned/30/img/78649/inpainted/00005_out_0.png,PROBE
30,5,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00005_out_0.png,REF
30,5,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00005_out_0.png,REF
30,6,img/1431,aligned/30/img/1431/inpainted/00000_truth.png,aligned/30/img/1431/inpainted/00006_out_0.png,PROBE
30,6,img/1551,aligned/30/img/1551/inpainted/00000_truth.png,aligned/30/img/1551/inpainted/00006_out_0.png,PROBE
30,6,img/2782,aligned/30/img/2782/inpainted/00000_truth.png,aligned/30/img/2782/inpainted/00006_out_0.png,PROBE
30,6,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00006_out_0.png,PROBE
30,6,img/4116,aligned/30/img/4116/inpainted/00000_truth.png,aligned/30/img/4116/inpainted/00006_out_0.png,PROBE
30,6,img/43395,aligned/30/img/43395/inpainted/00000_truth.png,aligned/30/img/43395/inpainted/00006_out_0.png,PROBE
30,6,img/69194,aligned/30/img/69194/inpainted/00000_truth.png,aligned/30/img/69194/inpainted/00006_out_0.png,PROBE
30,6,img/771,aligned/30/img/771/inpainted/00000_truth.png,aligned/30/img/771/inpainted/00006_out_0.png,PROBE
30,6,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00006_out_0.png,REF
30,6,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00006_out_0.png,REF
30,7,img/1431,aligned/30/img/1431/inpainted/00000_truth.png,aligned/30/img/1431/inpainted/00007_out_0.png,PROBE
30,7,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00007_out_0.png,PROBE
30,7,img/4116,aligned/30/img/4116/inpainted/00000_truth.png,aligned/30/img/4116/inpainted/00007_out_0.png,PROBE
30,7,img/43395,aligned/30/img/43395/inpainted/00000_truth.png,aligned/30/img/43395/inpainted/00007_out_0.png,PROBE
30,7,img/69194,aligned/30/img/69194/inpainted/00000_truth.png,aligned/30/img/69194/inpainted/00007_out_0.png,PROBE
30,7,img/771,aligned/30/img/771/inpainted/00000_truth.png,aligned/30/img/771/inpainted/00007_out_0.png,PROBE
30,7,img/78649,aligned/30/img/78649/inpainted/00000_truth.png,aligned/30/img/78649/inpainted/00007_out_0.png,PROBE
30,7,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00007_out_0.png,REF
30,7,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00007_out_0.png,REF
30,8,img/78649,aligned/30/img/78649/inpainted/00000_truth.png,aligned/30/img/78649/inpainted/00008_out_0.png,PROBE
30,8,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00008_out_0.png,REF
30,8,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00008_out_0.png,REF
30,9,img/3884,aligned/30/img/3884/inpainted/00000_truth.png,aligned/30/img/3884/inpainted/00009_out_0.png,PROBE
30,9,img/3012,aligned/30/img/3012/inpainted/00000_truth.png,aligned/30/img/3012/inpainted/00009_out_0.png,REF
30,9,img/78591,aligned/30/img/78591/inpainted/00000_truth.png,aligned/30/img/78591/inpainted/00009_out_0.png,REF
42,0,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00000_out_0.png,PROBE
42,0,img/3121,aligned/42/img/3121/inpainted/00000_truth.png,aligned/42/img/3121/inpainted/00000_out_0.png,PROBE
42,0,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00000_out_0.png,PROBE
42,0,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00000_out_0.png,PROBE
42,0,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00000_out_0.png,REF
42,1,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00001_out_0.png,PROBE
42,1,img/3121,aligned/42/img/3121/inpainted/00000_truth.png,aligned/42/img/3121/inpainted/00001_out_0.png,PROBE
42,1,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00001_out_0.png,PROBE
42,1,img/537,aligned/42/img/537/inpainted/00000_truth.png,aligned/42/img/537/inpainted/00001_out_0.png,PROBE
42,1,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00001_out_0.png,PROBE
42,1,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00001_out_0.png,REF
42,2,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00002_out_0.png,PROBE
42,2,img/3121,aligned/42/img/3121/inpainted/00000_truth.png,aligned/42/img/3121/inpainted/00002_out_0.png,PROBE
42,2,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00002_out_0.png,PROBE
42,2,img/537,aligned/42/img/537/inpainted/00000_truth.png,aligned/42/img/537/inpainted/00002_out_0.png,PROBE
42,2,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00002_out_0.png,PROBE
42,2,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00002_out_0.png,REF
42,5,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00005_out_0.png,PROBE
42,5,img/3121,aligned/42/img/3121/inpainted/00000_truth.png,aligned/42/img/3121/inpainted/00005_out_0.png,PROBE
42,5,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00005_out_0.png,PROBE
42,5,img/537,aligned/42/img/537/inpainted/00000_truth.png,aligned/42/img/537/inpainted/00005_out_0.png,PROBE
42,5,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00005_out_0.png,PROBE
42,5,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00005_out_0.png,REF
42,6,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00006_out_0.png,PROBE
42,6,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00006_out_0.png,PROBE
42,6,img/537,aligned/42/img/537/inpainted/00000_truth.png,aligned/42/img/537/inpainted/00006_out_0.png,PROBE
42,6,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00006_out_0.png,PROBE
42,6,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00006_out_0.png,REF
42,7,img/2084,aligned/42/img/2084/inpainted/00000_truth.png,aligned/42/img/2084/inpainted/00007_out_0.png,PROBE
42,7,img/4603,aligned/42/img/4603/inpainted/00000_truth.png,aligned/42/img/4603/inpainted/00007_out_0.png,PROBE
42,7,img/71475,aligned/42/img/71475/inpainted/00000_truth.png,aligned/42/img/71475/inpainted/00007_out_0.png,PROBE
42,7,img/2669,aligned/42/img/2669/inpainted/00000_truth.png,aligned/42/img/2669/inpainted/00007_out_0.png,REF
64,0,img/13,aligned/64/img/13/inpainted/00000_truth.png,aligned/64/img/13/inpainted/00000_out_0.png,PROBE
64,0,img/1476,aligned/64/img/1476/inpainted/00000_truth.png,aligned/64/img/1476/inpainted/00000_out_0.png,PROBE
64,0,img/1842,aligned/64/img/1842/inpainted/00000_truth.png,aligned/64/img/1842/inpainted/00000_out_0.png,PROBE
64,0,img/2591,aligned/64/img/2591/inpainted/00000_truth.png,aligned/64/img/2591/inpainted/00000_out_0.png,PROBE
64,0,img/273,aligned/64/img/273/inpainted/00000_truth.png,aligned/64/img/273/inpainted/00000_out_0.png,PROBE
64,0,img/3299,aligned/64/img/3299/inpainted/00000_truth.png,aligned/64/img/3299/inpainted/00000_out_0.png,PROBE
64,0,img/3318,aligned/64/img/3318/inpainted/00000_truth.png,aligned/64/img/3318/inpainted/00000_out_0.png,PROBE
64,0,img/3536,aligned/64/img/3536/inpainted/00000_truth.png,aligned/64/img/3536/inpainted/00000_out_0.png,PROBE
64,0,img/3632,aligned/64/img/3632/inpainted/00000_truth.png,aligned/64/img/3632/inpainted/00000_out_0.png,PROBE
64,0,img/37639,aligned/64/img/37639/inpainted/00000_truth.png,aligned/64/img/37639/inpainted/00000_out_0.png,PROBE
64,0,img/4071,aligned/64/img/4071/inpainted/00000_truth.png,aligned/64/img/4071/inpainted/00000_out_0.png,PROBE
64,0,img/420,aligned/64/img/420/inpainted/00000_truth.png,aligned/64/img/420/inpainted/00000_out_0.png,PROBE
64,0,img/4278,aligned/64/img/4278/inpainted/00000_truth.png,aligned/64/img/4278/inpainted/00000_out_0.png,PROBE
64,0,img/4758,aligned/64/img/4758/inpainted/00000_truth.png,aligned/64/img/4758/inpainted/00000_out_0.png,PROBE
64,0,img/572,aligned/64/img/572/inpainted/00000_truth.png,aligned/64/img/572/inpainted/00000_out_0.png,PROBE
64,0,img/1762,aligned/64/img/1762/inpainted/00000_truth.png,aligned/64/img/1762/inpainted/00000_out_0.png,REF
64,0,img/4069,aligned/64/img/4069/inpainted/00000_truth.png,aligned/64/img/4069/inpainted/00000_out_0.png,REF
64,1,img/13,aligned/64/img/13/inpainted/00000_truth.png,aligned/64/img/13/inpainted/00001_out_0.png,PROBE
64,1,img/1476,aligned/64/img/1476/inpainted/00000_truth.png,aligned/64/img/1476/inpainted/00001_out_0.png,PROBE
64,1,img/1639,aligned/64/img/1639/inpainted/00000_truth.png,aligned/64/img/1639/inpainted/00001_out_0.png,PROBE
64,1,img/2077,aligned/64/img/2077/inpainted/00000_truth.png,aligned/64/img/2077/inpainted/00001_out_0.png,PROBE
64,1,img/2591,aligned/64/img/2591/inpainted/00000_truth.png,aligned/64/img/2591/inpainted/00001_out_0.png,PROBE
64,1,img/273,aligned/64/img/273/inpainted/00000_truth.png,aligned/64/img/273/inpainted/00001_out_0.png,PROBE
64,1,img/3299,aligned/64/img/3299/inpainted/00000_truth.png,aligned/64/img/3299/inpainted/00001_out_0.png,PROBE
64,1,img/3318,aligned/64/img/3318/inpainted/00000_truth.png,aligned/64/img/3318/inpainted/00001_out_0.png,PROBE
64,1,img/34026,aligned/64/img/34026/inpainted/00000_truth.png,aligned/64/img/34026/inpainted/00001_out_0.png,PROBE
64,1,img/4278,aligned/64/img/4278/inpainted/00000_truth.png,aligned/64/img/4278/inpainted/00001_out_0.png,PROBE
64,1,img/4758,aligned/64/img/4758/inpainted/00000_truth.png,aligned/64/img/4758/inpainted/00001_out_0.png,PROBE
64,1,img/572,aligned/64/img/572/inpainted/00000_truth.png,aligned/64/img/572/inpainted/00001_out_0.png,PROBE
64,1,img/1762,aligned/64/img/1762/inpainted/00000_truth.png,aligned/64/img/1762/inpainted/00001_out_0.png,REF
64,1,img/4069,aligned/64/img/4069/inpainted/00000_truth.png,aligned/64/img/4069/inpainted/00001_out_0.png,REF
64,2,img/13,aligned/64/img/13/inpainted/00000_truth.png,aligned/64/img/13/inpainted/00002_out_0.png,PROBE
64,2,img/1476,aligned/64/img/1476/inpainted/00000_truth.png,aligned/64/img/1476/inpainted/00002_out_0.png,PROBE
64,2,img/1639,aligned/64/img/1639/inpainted/00000_truth.png,aligned/64/img/1639/inpainted/00002_out_0.png,PROBE
64,2,img/1842,aligned/64/img/1842/inpainted/00000_truth.png,aligned/64/img/1842/inpainted/00002_out_0.png,PROBE
64,2,img/2077,aligned/64/img/2077/inpainted/00000_truth.png,aligned/64/img/2077/inpainted/00002_out_0.png,PROBE
64,2,img/2591,aligned/64/img/2591/inpainted/00000_truth.png,aligned/64/img/2591/inpainted/00002_out_0.png,PROBE
64,2,img/273,aligned/64/img/273/inpainted/00000_truth.png,aligned/64/img/273/inpainted/00002_out_0.png,PROBE
64,2,img/3299,aligned/64/img/3299/inpainted/00000_truth.png,aligned/64/img/3299/inpainted/00002_out_0.png,PROBE
64,2,img/3318,aligned/64/img/3318/inpainted/00000_truth.png,aligned/64/img/3318/inpainted/00002_out_0.png,PROBE
64,2,img/34026,aligned/64/img/34026/inpainted/00000_truth.png,aligned/64/img/34026/inpainted/00002_out_0.png,PROBE
64,2,img/37639,aligned/64/img/37639/inpainted/00000_truth.png,aligned/64/img/37639/inpainted/00002_out_0.png,PROBE
64,2,img/420,aligned/64/img/420/inpainted/00000_truth.png,aligned/64/img/420/inpainted/00002_out_0.png,PROBE
64,2,img/4278,aligned/64/img/4278/inpainted/00000_truth.png,aligned/64/img/4278/inpainted/00002_out_0.png,PROBE
64,2,img/4758,aligned/64/img/4758/inpainted/00000_truth.png,aligned/64/img/4758/inpainted/00002_out_0.png,PROBE
64,2,img/4885,aligned/64/img/4885/inpainted/00000_truth.png,aligned/64/img/4885/inpainted/00002_out_0.png,PROBE
64,2,img/572,aligned/64/img/572/inpainted/00000_truth.png,aligned/64/img/572/inpainted/00002_out_0.png,PROBE
64,2,img/1762,aligned/64/img/1762/inpainted/00000_truth.png,aligned/64/img/1762/inpainted/00002_out_0.png,REF
64,2,img/4069,aligned/64/img/4069/inpainted/00000_truth.png,aligned/64/img/4069/inpainted/00002_out_0.png,REF
64,3,img/2591,aligned/64/img/2591/inpainted/00000_truth.png,aligned/64/img/2591/inpainted/00003_out_0.png,PROBE
64,3,img/1762,aligned/64/img/1762/inpainted/00000_truth.png,aligned/64/img/1762/inpainted/00003_out_0.png,REF
64,3,img/4069,aligned/64/img/4069/inpainted/00000_truth.png,aligned/64/img/4069/inpainted/00003_out_0.png,REF
64,5,img/13,aligned/64/img/13/inpainted/00000_truth.png,aligned/64/img/13/inpainted/00005_out_0.png,PROBE
64,5,img/1476,aligned/64/img/1476/inpainted/00000_truth.png,aligned/64/img/1476/inpainted/00005_out_0.png,PROBE
64,5,img/1639,aligned/64/img/1639/inpainted/00000_truth.png,aligned/64/img/1639/inpainted/00005_out_0.png,PROBE
64,5,img/1842,aligned/64/img/1842/inpainted/00000_truth.png,aligned/64/img/1842/inpainted/00005_out_0.png,PROBE
64,5,img/2077,aligned/64/img/2077/inpainted/00000_truth.png,aligned/64/img/2077/inpainted/00005_out_0.png,PROBE
